global_id,x,y,z,value0
0,0.015624999999999997,0.49999999999999989,0.5,0.73504578448930025
1,0.046875,0.49999999999999989,0.5,0.37899182558778233
2,0.078125,0.49999999999999989,0.5,0.18306651285492478
3,0.10937500000000001,0.49999999999999989,0.5,0.084860512196685806
4,0.140625,0.49999999999999989,0.5,0.038236689410966938
5,0.171875,0.49999999999999989,0.5,0.016875060493876683
6,0.20312499999999997,0.49999999999999989,0.5,0.0073305152055469433
7,0.234375,0.49999999999999989,0.5,0.0031448729877204891
8,0.265625,0.49999999999999989,0.5,0.0013356367641612654
9,0.296875,0.49999999999999989,0.5,0.00056254281943755413
10,0.328125,0.49999999999999989,0.5,0.00023528034843970345
11,0.359375,0.49999999999999989,0.5,9.7820504402528204e-05
12,0.390625,0.49999999999999989,0.5,4.0461870881354137e-05
13,0.42187499999999994,0.49999999999999989,0.5,1.666180555397618e-05
14,0.45312499999999994,0.49999999999999989,0.5,6.8342975484037602e-06
15,0.48437500000000006,0.49999999999999989,0.5,2.7935509900158142e-06
16,0.515625,0.49999999999999989,0.5,1.1383444131326208e-06
17,0.546875,0.49999999999999989,0.5,4.6257629770151683e-07
18,0.578125,0.49999999999999989,0.5,1.8750103866435275e-07
19,0.609375,0.49999999999999989,0.5,7.5829131611162113e-08
20,0.64062499999999989,0.49999999999999989,0.5,3.0603319101988172e-08
21,0.671875,0.49999999999999989,0.5,1.2327576850201423e-08
22,0.703125,0.49999999999999989,0.5,4.957137116281774e-09
23,0.734375,0.49999999999999989,0.5,1.9901577153565197e-09
24,0.76562499999999989,0.49999999999999989,0.5,7.9781057473062981e-10
25,0.796875,0.49999999999999989,0.5,3.1938395637299784e-10
26,0.828125,0.49999999999999989,0.5,1.2769068782982236e-10
27,0.85937499999999989,0.49999999999999989,0.5,5.0981394238509611e-11
28,0.890625,0.49999999999999989,0.5,2.0309447386773004e-11
29,0.921875,0.49999999999999989,0.5,8.0252656132141272e-12
30,0.95312499999999989,0.49999999999999989,0.5,3.0242725715803286e-12
31,0.984375,0.49999999999999989,0.5,7.7338020999956377e-13
