global_id,x,y,z,value0
0,0.015624999999999997,0.49999999999999989,0.5,0.80575351730098321
1,0.046875,0.49999999999999989,0.5,0.48631107222685838
2,0.078125,0.49999999999999989,0.5,0.27167257894870633
3,0.10937500000000001,0.49999999999999989,0.5,0.1435634470902627
4,0.140625,0.49999999999999989,0.5,0.072781400088827816
5,0.171875,0.49999999999999989,0.5,0.035734422108741441
6,0.20312499999999997,0.49999999999999989,0.5,0.017104789455671426
7,0.234375,0.49999999999999989,0.5,0.0080203464999885846
8,0.265625,0.49999999999999989,0.5,0.0036971081461300657
9,0.296875,0.49999999999999989,0.5,0.0016799941887254539
10,0.328125,0.49999999999999989,0.5,0.000754141334141057
11,0.359375,0.49999999999999989,0.5,0.00033498866090563831
12,0.390625,0.49999999999999989,0.5,0.0001474455155052881
13,0.42187499999999994,0.49999999999999989,0.5,6.4378585557998573e-05
14,0.45312499999999994,0.49999999999999989,0.5,2.7910073583386982e-05
15,0.48437500000000006,0.49999999999999989,0.5,1.2023374142938612e-05
16,0.515625,0.49999999999999989,0.5,5.1501738752664847e-06
17,0.546875,0.49999999999999989,0.5,2.1947758167094444e-06
18,0.578125,0.49999999999999989,0.5,9.3097885093358309e-07
19,0.609375,0.49999999999999989,0.5,3.9323443620189198e-07
20,0.64062499999999989,0.49999999999999989,0.5,1.6545613923458657e-07
21,0.671875,0.49999999999999989,0.5,6.9370049428020582e-08
22,0.703125,0.49999999999999989,0.5,2.8989499248231481e-08
23,0.734375,0.49999999999999989,0.5,1.2078052712924526e-08
24,0.76562499999999989,0.49999999999999989,0.5,5.0180661361801076e-09
25,0.796875,0.49999999999999989,0.5,2.0794228811636585e-09
26,0.828125,0.49999999999999989,0.5,8.5956763863809871e-10
27,0.85937499999999989,0.49999999999999989,0.5,3.5443598088624854e-10
28,0.890625,0.49999999999999989,0.5,1.4564669290757824e-10
29,0.921875,0.49999999999999989,0.5,5.9257058757819921e-11
30,0.95312499999999989,0.49999999999999989,0.5,2.2898472600840836e-11
31,0.984375,0.49999999999999989,0.5,5.9482849099362759e-12
