global_id,x,y,z,value0
0,0.015624999999999997,0.49999999999999989,0.5,0.5570188050385414
1,0.046875,0.49999999999999989,0.5,0.21502009191107413
2,0.078125,0.49999999999999989,0.5,0.083001937290515304
3,0.10937500000000001,0.49999999999999989,0.5,0.032040362055225279
4,0.140625,0.49999999999999989,0.5,0.01236820288949122
5,0.171875,0.49999999999999989,0.5,0.0047743668580259233
6,0.20312499999999997,0.49999999999999989,0.5,0.0018429984613515683
7,0.234375,0.49999999999999989,0.5,0.00071143324959085106
8,0.265625,0.49999999999999989,0.5,0.00027462707063370049
9,0.296875,0.49999999999999989,0.5,0.00010601139034227311
10,0.328125,0.49999999999999989,0.5,4.0922458431971812e-05
11,0.359375,0.49999999999999989,0.5,1.5796864834143002e-05
12,0.390625,0.49999999999999989,0.5,6.0978970509069645e-06
13,0.42187499999999994,0.49999999999999989,0.5,2.3539068564472651e-06
14,0.45312499999999994,0.49999999999999989,0.5,9.0865382648683958e-07
15,0.48437500000000006,0.49999999999999989,0.5,3.5075804895496571e-07
16,0.515625,0.49999999999999989,0.5,1.35399428605678e-07
17,0.546875,0.49999999999999989,0.5,5.2266812754122235e-08
18,0.578125,0.49999999999999989,0.5,2.0176006232763946e-08
19,0.609375,0.49999999999999989,0.5,7.7883307980891975e-09
20,0.64062499999999989,0.49999999999999989,0.5,3.0064471584234511e-09
21,0.671875,0.49999999999999989,0.5,1.1605470719055825e-09
22,0.703125,0.49999999999999989,0.5,4.4799373529551556e-10
23,0.734375,0.49999999999999989,0.5,1.7293428080997549e-10
24,0.76562499999999989,0.49999999999999989,0.5,6.6755959927927616e-11
25,0.796875,0.49999999999999989,0.5,2.5769006162996008e-11
26,0.828125,0.49999999999999989,0.5,9.9470974791153262e-12
27,0.85937499999999989,0.49999999999999989,0.5,3.8391511771832327e-12
28,0.890625,0.49999999999999989,0.5,1.4803759467191075e-12
29,0.921875,0.49999999999999989,0.5,5.6728035172286877e-13
30,0.95312499999999989,0.49999999999999989,0.5,2.081694752059954e-13
31,0.984375,0.49999999999999989,0.5,5.2349101819975122e-14
